delivery_id,order_id,driver_id,vehicle_id,assigned_date,actual_delivery_date,status,delivery_attempt,distance_km,delivery_duration_min
DLV00002573,DLVORD00001918,DRV00031,VEH0020,2023-06-18,2023-06-18,Delivered,1,26.05,9
DLV00002574,DLVORD00001930,DRV00076,VEH0021,2023-04-09,,Rescheduled,1,20.31,29
DLV00002575,DLVORD00002972,DRV00021,VEH0037,2023-07-16,2023-07-16,Delivered,1,5.9,41
DLV00002576,DLVORD00001504,DRV00039,VEH0050,2023-04-02,2023-04-02,Delivered,1,19.4,76
DLV00002577,DLVORD00000489,DRV00018,VEH0029,2024-04-15,2024-04-16,Delivered,1,16.09,34
DLV00002578,DLVORD00002453,DRV00065,VEH0013,2024-02-17,2024-02-23,Delivered,1,15.84,63
DLV00002579,DLVORD00000577,DRV00040,VEH0026,2023-02-05,,Failed,1,21.17,71
DLV00002580,DLVORD00000875,DRV00040,VEH0014,2024-05-12,,Pending,1,24.59,5
DLV00002581,DLVORD00001213,DRV00052,VEH0033,2022-11-08,2022-11-09,Delivered,1,20.06,75
DLV00002582,DLVORD00000175,DRV00023,VEH0013,2023-05-10,2023-05-10,Delivered,1,7.63,68
DLV00002583,DLVORD00000587,DRV00062,VEH0016,2024-02-08,2024-02-08,Delivered,1,25.59,69
DLV00002584,DLVORD00001736,DRV00077,VEH0049,2023-01-12,2023-01-12,Delivered,1,9.76,31
DLV00002585,DLVORD00000089,DRV00036,VEH0035,2022-02-27,2022-02-27,Delivered,1,7.04,34
DLV00002586,DLVORD00001933,DRV00030,VEH0006,2024-07-09,2024-07-09,Delivered,1,14.9,83
DLV00002587,DLVORD00002855,DRV00049,VEH0015,2023-03-11,2023-03-16,Delivered,1,8.48,85
DLV00002588,DLVORD00001570,DRV00078,VEH0006,2024-02-08,2024-02-08,Delivered,1,20.35,16
DLV00002589,DLVORD00001335,DRV00019,VEH0037,2023-09-21,,Failed,1,19.28,35
DLV00002590,DLVORD00001927,DRV00013,VEH0043,2023-01-20,,Failed,1,23.43,50
DLV00002591,DLVORD00002851,DRV00068,VEH0043,2024-06-06,2024-06-06,Delivered,1,22.8,81
DLV00002592,DLVORD00001574,DRV00079,VEH0043,2024-10-13,2024-10-23,Delivered,1,4.81,36
DLV00002593,DLVORD00000600,DRV00023,VEH0031,2023-10-15,2023-10-15,Delivered,1,26.96,60
DLV00002594,DLVORD00001223,DRV00036,VEH0045,2022-10-31,,Pending,1,21.41,23
DLV00002595,DLVORD00001113,DRV00005,VEH0030,2024-08-22,,Rescheduled,1,25.69,41
DLV00002596,DLVORD00001597,DRV00048,VEH0013,2023-05-26,2023-05-26,Delivered,1,2.97,64
DLV00002597,DLVORD00001341,DRV00068,VEH0021,2024-06-06,2024-06-08,Delivered,1,21.03,7
DLV00002598,DLVORD00002711,DRV00032,VEH0013,2022-09-24,,Rescheduled,1,6.03,66
DLV00002599,DLVORD00002288,DRV00061,VEH0017,2024-10-03,2024-10-03,Delivered,1,11.19,77
DLV00002600,DLVORD00000475,DRV00068,VEH0004,2022-05-31,2022-06-10,Delivered,1,26.84,59
DLV00002601,DLVORD00000175,DRV00035,VEH0015,2023-05-09,,Failed,1,7.67,25
DLV00002602,DLVORD00002042,DRV00018,VEH0027,2024-03-24,2024-03-26,Delivered,1,5.84,42
DLV00002603,DLVORD00001859,DRV00006,VEH0027,2024-06-28,2024-06-28,Delivered,1,22.54,14
DLV00002604,DLVORD00000758,DRV00023,VEH0027,2023-09-12,2023-09-12,Delivered,1,1.96,36
DLV00002605,DLVORD00002284,DRV00060,VEH0028,2024-11-30,2024-11-30,Delivered,1,29.46,74
DLV00002606,DLVORD00001297,DRV00079,VEH0028,2023-08-31,2023-09-01,Delivered,1,29.14,86
DLV00002607,DLVORD00001880,DRV00033,VEH0021,2024-01-10,2024-01-10,Delivered,1,8.21,42
DLV00002608,DLVORD00001196,DRV00008,VEH0020,2023-07-24,2023-07-24,Delivered,1,18.79,21
DLV00002609,DLVORD00002394,DRV00078,VEH0002,2024-06-08,2024-06-10,Delivered,1,8.23,25
DLV00002610,DLVORD00001861,DRV00044,VEH0010,2023-11-28,2023-11-29,Delivered,1,13.75,56
DLV00002611,DLVORD00001490,DRV00016,VEH0010,2024-02-24,2024-02-25,Delivered,1,23.9,68
DLV00002612,DLVORD00002389,DRV00027,VEH0014,2024-11-23,2024-11-23,Delivered,1,28.61,29
DLV00002613,DLVORD00001303,DRV00013,VEH0003,2024-10-17,2024-10-17,Delivered,1,14.27,16
DLV00002614,DLVORD00001093,DRV00020,VEH0021,2024-05-15,2024-05-15,Delivered,1,12.36,50
DLV00002615,DLVORD00002654,DRV00008,VEH0041,2025-01-01,2025-01-01,Delivered,1,6.55,65
DLV00002616,DLVORD00002831,DRV00025,VEH0016,2023-08-21,2023-08-21,Delivered,1,1.73,31
DLV00002617,DLVORD00002871,DRV00029,VEH0036,2023-05-13,,Rescheduled,1,29.27,71
DLV00002618,DLVORD00002765,DRV00055,VEH0023,2023-09-29,2023-09-29,Delivered,1,24.94,18
DLV00002619,DLVORD00000910,DRV00052,VEH0036,2023-09-24,2023-09-24,Delivered,1,4.51,54
DLV00002620,DLVORD00002092,DRV00075,VEH0035,2024-01-12,2024-01-12,Delivered,1,19.83,15
DLV00002621,DLVORD00001320,DRV00070,VEH0041,2022-11-13,2022-11-20,Delivered,1,3.6,38
DLV00002622,DLVORD00002933,DRV00023,VEH0044,2024-10-09,,Pending,1,24.97,10
DLV00002623,DLVORD00000917,DRV00049,VEH0036,2023-06-30,2023-06-30,Delivered,1,23.81,63
DLV00002624,DLVORD00001066,DRV00074,VEH0030,2024-02-11,2024-02-11,Delivered,1,10.07,35
DLV00002625,DLVORD00000222,DRV00021,VEH0045,2024-07-02,2024-07-03,Delivered,1,6.76,42
DLV00002626,DLVORD00001182,DRV00073,VEH0003,2022-08-07,,Pending,1,7.47,81
DLV00002627,DLVORD00000414,DRV00061,VEH0050,2022-11-13,,Pending,1,10.6,25
DLV00002628,DLVORD00001856,DRV00020,VEH0023,2024-08-22,,Pending,1,1.35,57
DLV00002629,DLVORD00001663,DRV00039,VEH0015,2024-03-27,,Failed,1,8.26,87
DLV00002630,DLVORD00000602,DRV00002,VEH0018,2023-04-27,,Failed,1,9.0,53
DLV00002631,DLVORD00002722,DRV00021,VEH0045,2024-11-20,,Failed,1,10.26,68
DLV00002632,DLVORD00001964,DRV00047,VEH0043,2024-07-01,,Pending,1,26.54,60
DLV00002633,DLVORD00001352,DRV00051,VEH0002,2024-04-08,2024-04-08,Delivered,1,1.23,56
DLV00002634,DLVORD00001174,DRV00038,VEH0011,2023-07-07,2023-07-07,Delivered,1,18.4,62
DLV00002635,DLVORD00002102,DRV00048,VEH0048,2023-01-19,,Rescheduled,1,23.59,23
DLV00002636,DLVORD00002572,DRV00079,VEH0017,2023-11-28,,Failed,1,26.16,80
DLV00002637,DLVORD00002437,DRV00016,VEH0007,2023-10-04,,Pending,1,17.37,26
DLV00002638,DLVORD00001102,DRV00001,VEH0028,2024-04-29,2024-04-29,Delivered,1,25.98,74
DLV00002639,DLVORD00002488,DRV00041,VEH0002,2023-04-11,2023-04-11,Delivered,1,28.85,54
DLV00002640,DLVORD00002593,DRV00019,VEH0018,2023-01-07,2023-01-09,Delivered,1,17.38,67
DLV00002641,DLVORD00001691,DRV00073,VEH0035,2022-05-21,2022-05-30,Delivered,1,18.3,33
DLV00002642,DLVORD00000880,DRV00070,VEH0027,2022-03-04,2022-03-07,Delivered,1,13.45,20
DLV00002643,DLVORD00000687,DRV00080,VEH0043,2024-02-19,,Pending,1,18.4,11
DLV00002644,DLVORD00001581,DRV00076,VEH0004,2023-08-07,2023-08-13,Delivered,1,3.41,72
DLV00002645,DLVORD00000146,DRV00040,VEH0048,2024-09-04,2024-09-04,Delivered,1,17.47,60
DLV00002646,DLVORD00002998,DRV00073,VEH0022,2024-06-15,2024-06-18,Delivered,1,18.45,46
DLV00002647,DLVORD00000634,DRV00067,VEH0037,2022-07-24,,Pending,1,19.49,39
DLV00002648,DLVORD00001923,DRV00018,VEH0005,2023-11-10,2023-11-16,Delivered,1,21.55,75
DLV00002649,DLVORD00001504,DRV00063,VEH0031,2023-04-01,2023-04-01,Delivered,1,21.92,30
DLV00002650,DLVORD00001492,DRV00012,VEH0043,2022-10-27,,Pending,1,9.51,58
DLV00002651,DLVORD00002159,DRV00056,VEH0023,2023-09-26,2023-09-26,Delivered,1,15.46,46
DLV00002652,DLVORD00001027,DRV00038,VEH0015,2023-05-10,,Failed,1,16.36,26
DLV00002653,DLVORD00001869,DRV00080,VEH0008,2023-03-07,2023-03-07,Delivered,1,10.49,73
DLV00002654,DLVORD00000605,DRV00047,VEH0024,2023-03-04,2023-03-04,Delivered,1,10.49,5
DLV00002655,DLVORD00000623,DRV00043,VEH0020,2023-09-01,2023-09-01,Delivered,1,15.54,68
DLV00002656,DLVORD00002521,DRV00005,VEH0028,2022-07-26,,Pending,1,8.02,67
DLV00002657,DLVORD00001911,DRV00005,VEH0008,2022-03-26,2022-03-26,Delivered,1,17.91,14
DLV00002658,DLVORD00001013,DRV00077,VEH0020,2022-09-04,,Failed,1,7.25,24
DLV00002659,DLVORD00002083,DRV00006,VEH0029,2024-01-22,,Pending,1,21.68,57
DLV00002660,DLVORD00002638,DRV00043,VEH0040,2023-09-26,2023-09-27,Delivered,1,25.61,13
DLV00002661,DLVORD00001049,DRV00049,VEH0042,2023-11-05,2023-11-06,Delivered,1,10.89,34
DLV00002662,DLVORD00001215,DRV00055,VEH0034,2023-03-24,2023-03-24,Delivered,1,6.16,57
DLV00002663,DLVORD00002955,DRV00079,VEH0003,2024-04-02,2024-04-03,Delivered,1,25.58,9
DLV00002664,DLVORD00000955,DRV00027,VEH0043,2023-01-09,2023-01-09,Delivered,1,14.27,23
DLV00002665,DLVORD00000737,DRV00077,VEH0044,2023-03-12,2023-03-14,Delivered,1,26.82,76
DLV00002666,DLVORD00002327,DRV00030,VEH0002,2023-05-17,2023-05-24,Delivered,1,28.48,29
DLV00002667,DLVORD00002831,DRV00019,VEH0011,2023-08-23,2023-08-23,Delivered,1,18.28,79
DLV00002668,DLVORD00000407,DRV00015,VEH0020,2024-09-08,2024-09-08,Delivered,1,15.48,9
DLV00002669,DLVORD00002994,DRV00004,VEH0007,2024-11-20,2024-11-20,Delivered,1,1.94,29
DLV00002670,DLVORD00000565,DRV00027,VEH0026,2023-03-22,2023-03-23,Delivered,1,16.56,69
DLV00002671,DLVORD00001079,DRV00036,VEH0043,2023-02-06,,Failed,1,27.6,49
DLV00002672,DLVORD00002080,DRV00046,VEH0008,2024-09-07,2024-09-07,Delivered,1,4.96,70
DLV00002673,DLVORD00000578,DRV00025,VEH0043,2023-11-24,2023-11-24,Delivered,1,10.3,19
DLV00002674,DLVORD00001043,DRV00022,VEH0018,2024-07-24,2024-07-24,Delivered,3,11.31,61
DLV00002675,DLVORD00001770,DRV00032,VEH0041,2024-04-28,2024-05-04,Delivered,1,8.08,79
DLV00002676,DLVORD00002608,DRV00077,VEH0005,2024-04-13,2024-04-15,Delivered,1,18.82,20
DLV00002677,DLVORD00001484,DRV00068,VEH0013,2022-05-26,,Pending,1,20.56,81
DLV00002678,DLVORD00001549,DRV00048,VEH0001,2024-08-06,2024-08-11,Delivered,1,22.76,47
DLV00002679,DLVORD00000998,DRV00053,VEH0031,2022-12-04,2022-12-05,Delivered,1,12.93,76
DLV00002680,DLVORD00000304,DRV00070,VEH0013,2024-04-16,,Pending,1,14.0,72
DLV00002681,DLVORD00002800,DRV00016,VEH0028,2023-06-02,2023-06-03,Delivered,1,3.79,16
DLV00002682,DLVORD00001437,DRV00077,VEH0042,2023-06-14,2023-06-14,Delivered,1,9.68,66
DLV00002683,DLVORD00002926,DRV00014,VEH0021,2023-03-27,2023-03-29,Delivered,1,13.92,85
DLV00002684,DLVORD00002615,DRV00014,VEH0027,2023-03-24,2023-03-24,Delivered,1,21.93,7
DLV00002685,DLVORD00001258,DRV00009,VEH0034,2024-08-03,2024-08-03,Delivered,1,23.87,16
DLV00002686,DLVORD00000272,DRV00015,VEH0036,2022-01-26,2022-01-26,Delivered,1,5.31,57
DLV00002687,DLVORD00001283,DRV00029,VEH0049,2022-10-17,2022-10-21,Delivered,1,14.95,84
DLV00002688,DLVORD00001699,DRV00021,VEH0019,2022-09-06,,Failed,1,4.73,74
DLV00002689,DLVORD00000060,DRV00069,VEH0004,2024-03-06,2024-03-06,Delivered,1,1.62,62
DLV00002690,DLVORD00002053,DRV00032,VEH0027,2023-10-08,2023-10-08,Delivered,1,3.36,63
DLV00002691,DLVORD00002711,DRV00031,VEH0034,2022-09-23,2022-09-25,Delivered,1,29.33,44
DLV00002692,DLVORD00000749,DRV00061,VEH0033,2024-01-07,2024-01-10,Delivered,1,11.79,72
DLV00002693,DLVORD00002709,DRV00044,VEH0023,2023-11-29,2023-11-29,Delivered,1,12.34,9
DLV00002694,DLVORD00002823,DRV00044,VEH0032,2023-11-04,,Rescheduled,2,2.81,24
DLV00002695,DLVORD00002427,DRV00043,VEH0020,2023-01-21,,Pending,1,2.18,21
DLV00002696,DLVORD00001563,DRV00067,VEH0005,2024-04-05,2024-04-11,Delivered,1,19.89,47
DLV00002697,DLVORD00001994,DRV00068,VEH0002,2024-12-14,2024-12-14,Delivered,1,14.75,35
DLV00002698,DLVORD00001810,DRV00073,VEH0014,2023-11-09,2023-11-10,Delivered,1,25.81,57
DLV00002699,DLVORD00000479,DRV00023,VEH0030,2024-08-27,2024-09-01,Delivered,2,21.09,24
DLV00002700,DLVORD00000933,DRV00002,VEH0036,2024-04-16,,Failed,1,7.5,18
DLV00002701,DLVORD00000251,DRV00080,VEH0038,2023-12-30,2024-01-07,Delivered,1,7.76,51
DLV00002702,DLVORD00002345,DRV00042,VEH0030,2022-12-15,2022-12-15,Delivered,1,2.04,15
DLV00002703,DLVORD00001388,DRV00051,VEH0015,2024-04-03,2024-04-05,Delivered,1,12.21,5
DLV00002704,DLVORD00002070,DRV00033,VEH0047,2023-10-06,2023-10-06,Delivered,1,3.75,30
DLV00002705,DLVORD00001830,DRV00005,VEH0010,2022-11-02,2022-11-03,Delivered,1,8.12,18
DLV00002706,DLVORD00000852,DRV00051,VEH0002,2023-11-27,2023-11-27,Delivered,1,3.64,38
DLV00002707,DLVORD00000888,DRV00036,VEH0042,2024-07-21,2024-07-29,Delivered,1,21.46,52
DLV00002708,DLVORD00001205,DRV00007,VEH0002,2024-11-19,2024-11-19,Delivered,1,13.05,16
DLV00002709,DLVORD00001714,DRV00023,VEH0016,2022-09-22,2022-09-22,Delivered,1,11.96,34
DLV00002710,DLVORD00001168,DRV00019,VEH0038,2023-11-04,2023-11-04,Delivered,1,8.94,39
DLV00002711,DLVORD00001395,DRV00020,VEH0023,2023-08-07,2023-08-08,Delivered,1,8.02,7
DLV00002712,DLVORD00002591,DRV00070,VEH0026,2024-11-13,,Rescheduled,2,22.13,74
DLV00002713,DLVORD00002091,DRV00080,VEH0021,2023-07-09,,Failed,1,27.32,9
DLV00002714,DLVORD00001985,DRV00074,VEH0014,2023-09-16,2023-09-16,Delivered,1,2.41,32
DLV00002715,DLVORD00002537,DRV00030,VEH0009,2023-05-01,2023-05-06,Delivered,1,11.81,73
DLV00002716,DLVORD00002055,DRV00077,VEH0007,2024-08-07,,Failed,1,16.65,45
DLV00002717,DLVORD00000397,DRV00009,VEH0022,2024-03-04,2024-03-04,Delivered,1,28.46,76
DLV00002718,DLVORD00002162,DRV00004,VEH0032,2022-05-01,2022-05-01,Delivered,1,21.68,73
DLV00002719,DLVORD00001386,DRV00038,VEH0017,2024-07-23,,Rescheduled,1,20.56,44
DLV00002720,DLVORD00000971,DRV00074,VEH0033,2024-03-21,2024-03-21,Delivered,1,10.29,61
DLV00002721,DLVORD00001450,DRV00006,VEH0045,2024-09-19,2024-09-20,Delivered,1,26.6,38
DLV00002722,DLVORD00002717,DRV00060,VEH0034,2024-12-15,,Pending,1,7.64,83
DLV00002723,DLVORD00001873,DRV00075,VEH0032,2024-04-28,2024-04-28,Delivered,1,15.04,28
DLV00002724,DLVORD00000907,DRV00062,VEH0039,2024-01-15,2024-01-21,Delivered,2,22.19,20
DLV00002725,DLVORD00000583,DRV00027,VEH0036,2024-10-20,2024-10-20,Delivered,1,29.37,61
DLV00002726,DLVORD00000615,DRV00037,VEH0025,2022-12-14,,Failed,1,1.19,9
DLV00002727,DLVORD00002021,DRV00035,VEH0021,2023-01-13,2023-01-13,Delivered,1,27.46,34
DLV00002728,DLVORD00002470,DRV00053,VEH0039,2023-07-28,,Pending,1,29.53,87
DLV00002729,DLVORD00000600,DRV00010,VEH0027,2023-10-15,2023-10-15,Delivered,1,7.49,64
DLV00002730,DLVORD00001085,DRV00047,VEH0026,2023-08-12,2023-08-12,Delivered,2,16.61,88
DLV00002731,DLVORD00000821,DRV00023,VEH0015,2024-07-25,,Rescheduled,1,8.74,46
DLV00002732,DLVORD00001134,DRV00028,VEH0020,2024-05-27,2024-05-28,Delivered,1,10.86,27
DLV00002733,DLVORD00001700,DRV00014,VEH0043,2022-11-19,2022-11-21,Delivered,1,7.21,72
DLV00002734,DLVORD00002714,DRV00039,VEH0027,2022-05-22,2022-05-28,Delivered,2,8.73,40
DLV00002735,DLVORD00000162,DRV00008,VEH0004,2024-02-13,,Pending,1,23.67,53
DLV00002736,DLVORD00000655,DRV00059,VEH0003,2023-01-21,,Rescheduled,1,20.6,37
DLV00002737,DLVORD00001232,DRV00074,VEH0042,2022-11-28,2022-12-04,Delivered,1,27.45,6
DLV00002738,DLVORD00001952,DRV00013,VEH0046,2022-11-29,2022-11-29,Delivered,1,19.98,28
DLV00002739,DLVORD00002496,DRV00039,VEH0036,2023-05-22,2023-05-22,Delivered,1,10.75,81
DLV00002740,DLVORD00002195,DRV00031,VEH0022,2022-10-31,2022-10-31,Delivered,1,26.95,85
DLV00002741,DLVORD00002420,DRV00007,VEH0041,2024-06-02,2024-06-02,Delivered,1,28.92,77
DLV00002742,DLVORD00000284,DRV00057,VEH0011,2024-11-24,2024-11-24,Delivered,1,18.48,59
DLV00002743,DLVORD00000577,DRV00026,VEH0035,2023-02-05,2023-02-05,Delivered,1,5.64,30
DLV00002744,DLVORD00001808,DRV00025,VEH0028,2024-04-09,2024-04-09,Delivered,2,26.81,57
DLV00002745,DLVORD00002322,DRV00056,VEH0003,2024-06-24,2024-06-26,Delivered,1,29.53,70
DLV00002746,DLVORD00001199,DRV00074,VEH0014,2023-09-12,2023-09-12,Delivered,1,22.82,57
DLV00002747,DLVORD00001675,DRV00078,VEH0001,2024-01-26,,Failed,1,2.48,85
DLV00002748,DLVORD00002547,DRV00010,VEH0016,2023-10-21,2023-10-25,Delivered,1,2.8,83
DLV00002749,DLVORD00002578,DRV00030,VEH0047,2023-12-17,,Failed,1,28.02,84
DLV00002750,DLVORD00001840,DRV00029,VEH0028,2024-02-16,,Rescheduled,1,23.67,51
DLV00002751,DLVORD00002613,DRV00056,VEH0034,2023-08-08,2023-08-09,Delivered,1,1.83,15
DLV00002752,DLVORD00002516,DRV00049,VEH0015,2023-05-25,2023-05-25,Delivered,1,9.18,60
DLV00002753,DLVORD00001674,DRV00076,VEH0019,2023-06-13,2023-06-18,Delivered,1,24.55,32
DLV00002754,DLVORD00001590,DRV00025,VEH0028,2023-02-24,,Rescheduled,1,29.71,14
DLV00002755,DLVORD00002928,DRV00079,VEH0035,2023-02-15,2023-02-15,Delivered,1,13.41,42
DLV00002756,DLVORD00001344,DRV00043,VEH0021,2023-11-19,,Rescheduled,1,30.0,63
DLV00002757,DLVORD00000622,DRV00056,VEH0025,2024-06-08,2024-06-09,Delivered,1,14.91,62
DLV00002758,DLVORD00001245,DRV00026,VEH0032,2024-03-18,2024-03-19,Delivered,1,5.59,90
DLV00002759,DLVORD00002894,DRV00069,VEH0028,2023-10-10,2023-10-10,Delivered,1,13.79,57
DLV00002760,DLVORD00002918,DRV00068,VEH0041,2023-02-26,2023-03-01,Delivered,1,9.67,57
DLV00002761,DLVORD00002665,DRV00032,VEH0039,2023-12-03,2023-12-08,Delivered,1,20.26,38
DLV00002762,DLVORD00002711,DRV00002,VEH0010,2022-09-23,2022-09-25,Delivered,1,6.14,33
DLV00002763,DLVORD00001293,DRV00014,VEH0002,2022-07-20,2022-07-20,Delivered,1,1.15,31
DLV00002764,DLVORD00000268,DRV00001,VEH0011,2024-03-02,2024-03-02,Delivered,1,27.46,9
DLV00002765,DLVORD00002903,DRV00011,VEH0029,2023-02-26,2023-02-26,Delivered,1,8.13,84
DLV00002766,DLVORD00002238,DRV00073,VEH0002,2022-07-16,,Failed,1,13.0,39
DLV00002767,DLVORD00000215,DRV00074,VEH0021,2023-06-28,2023-06-29,Delivered,1,3.02,64
DLV00002768,DLVORD00002776,DRV00057,VEH0006,2024-04-24,,Pending,1,10.0,60
DLV00002769,DLVORD00000891,DRV00010,VEH0001,2024-02-10,2024-02-10,Delivered,1,5.74,35
DLV00002770,DLVORD00002784,DRV00010,VEH0040,2023-09-07,2023-09-07,Delivered,1,12.51,19
DLV00002771,DLVORD00000348,DRV00027,VEH0037,2024-12-17,2024-12-20,Delivered,1,8.3,88
DLV00002772,DLVORD00002313,DRV00038,VEH0039,2024-01-17,2024-01-17,Delivered,1,19.46,55
DLV00002773,DLVORD00000361,DRV00019,VEH0003,2024-05-20,2024-06-01,Delivered,1,6.24,69
DLV00002774,DLVORD00001412,DRV00001,VEH0008,2024-03-17,,Pending,1,7.68,13
DLV00002775,DLVORD00000676,DRV00027,VEH0045,2023-06-09,,Failed,1,3.81,83
DLV00002776,DLVORD00002084,DRV00018,VEH0010,2024-10-25,,Rescheduled,1,28.84,8
DLV00002777,DLVORD00000640,DRV00028,VEH0030,2024-08-25,2024-08-25,Delivered,1,29.93,90
DLV00002778,DLVORD00000295,DRV00041,VEH0019,2024-04-21,2024-04-21,Delivered,1,27.56,18
DLV00002779,DLVORD00002781,DRV00029,VEH0033,2024-12-10,2024-12-10,Delivered,1,24.46,66
DLV00002780,DLVORD00000800,DRV00049,VEH0050,2022-12-21,2022-12-27,Delivered,1,16.49,69
DLV00002781,DLVORD00002109,DRV00009,VEH0025,2024-09-30,2024-09-30,Delivered,2,9.1,33
DLV00002782,DLVORD00000959,DRV00051,VEH0036,2023-01-05,2023-01-05,Delivered,1,15.01,52
DLV00002783,DLVORD00000594,DRV00043,VEH0026,2023-12-06,2023-12-06,Delivered,1,4.36,50
DLV00002784,DLVORD00001525,DRV00080,VEH0045,2023-04-06,2023-04-08,Delivered,1,1.37,64
DLV00002785,DLVORD00002358,DRV00079,VEH0027,2024-08-26,2024-08-26,Delivered,1,19.8,8
DLV00002786,DLVORD00000409,DRV00055,VEH0036,2024-09-15,2024-09-15,Delivered,1,10.69,68
DLV00002787,DLVORD00001440,DRV00067,VEH0030,2024-03-02,2024-03-02,Delivered,1,17.88,23
DLV00002788,DLVORD00000293,DRV00015,VEH0022,2022-08-10,,Pending,1,8.3,13
DLV00002789,DLVORD00000390,DRV00064,VEH0040,2022-11-12,2022-11-12,Delivered,1,14.69,50
DLV00002790,DLVORD00000554,DRV00056,VEH0023,2023-08-27,2023-09-04,Delivered,1,8.92,82
DLV00002791,DLVORD00001852,DRV00032,VEH0045,2024-11-22,,Pending,1,16.56,14
DLV00002792,DLVORD00000529,DRV00050,VEH0046,2024-07-31,,Failed,1,3.14,28
DLV00002793,DLVORD00002132,DRV00050,VEH0028,2022-11-29,2022-11-29,Delivered,1,26.84,78
DLV00002794,DLVORD00002351,DRV00021,VEH0015,2023-11-20,,Failed,1,8.85,22
DLV00002795,DLVORD00000796,DRV00020,VEH0039,2024-12-12,2024-12-12,Delivered,1,2.72,32
DLV00002796,DLVORD00000975,DRV00075,VEH0025,2022-03-06,2022-03-06,Delivered,1,23.14,60
DLV00002797,DLVORD00001433,DRV00056,VEH0027,2023-06-02,2023-06-02,Delivered,1,17.4,21
DLV00002798,DLVORD00001378,DRV00005,VEH0045,2023-04-27,2023-04-27,Delivered,1,16.22,25
DLV00002799,DLVORD00000875,DRV00049,VEH0042,2024-05-12,2024-05-12,Delivered,1,16.02,86
DLV00002800,DLVORD00001360,DRV00001,VEH0008,2023-11-30,2023-12-04,Delivered,1,25.78,60
DLV00002801,DLVORD00002673,DRV00031,VEH0023,2023-10-23,2023-10-25,Delivered,1,25.64,28
DLV00002802,DLVORD00002605,DRV00022,VEH0002,2022-03-02,2022-03-02,Delivered,1,29.32,51
DLV00002803,DLVORD00000268,DRV00022,VEH0050,2024-03-01,2024-03-03,Delivered,1,4.85,25
DLV00002804,DLVORD00001896,DRV00033,VEH0008,2024-05-28,2024-05-30,Delivered,1,24.58,65
DLV00002805,DLVORD00000105,DRV00023,VEH0012,2024-02-23,,Failed,1,8.07,90
DLV00002806,DLVORD00002835,DRV00065,VEH0041,2024-05-03,2024-05-03,Delivered,1,4.54,70
DLV00002807,DLVORD00001730,DRV00023,VEH0010,2024-03-12,,Failed,1,12.5,80
DLV00002808,DLVORD00002278,DRV00029,VEH0032,2023-07-19,2023-07-19,Delivered,1,9.61,60
DLV00002809,DLVORD00001742,DRV00007,VEH0043,2024-01-03,,Pending,1,15.54,32
DLV00002810,DLVORD00000410,DRV00059,VEH0011,2024-10-12,2024-10-12,Delivered,1,22.02,49
DLV00002811,DLVORD00002787,DRV00064,VEH0026,2023-04-18,2023-04-18,Delivered,1,12.16,90
DLV00002812,DLVORD00000978,DRV00005,VEH0023,2024-10-28,2024-10-29,Delivered,1,1.08,31
DLV00002813,DLVORD00000865,DRV00070,VEH0021,2022-09-03,2022-09-07,Delivered,1,4.57,6
DLV00002814,DLVORD00001390,DRV00002,VEH0007,2022-07-01,,Rescheduled,1,20.79,58
DLV00002815,DLVORD00000054,DRV00040,VEH0026,2022-09-08,2022-09-15,Delivered,1,9.47,5
DLV00002816,DLVORD00001980,DRV00061,VEH0015,2023-11-18,2023-11-18,Delivered,1,2.96,25
DLV00002817,DLVORD00002931,DRV00054,VEH0024,2024-05-24,2024-05-27,Delivered,1,5.53,86
DLV00002818,DLVORD00000702,DRV00004,VEH0002,2022-11-17,,Pending,1,27.13,9
DLV00002819,DLVORD00001445,DRV00052,VEH0030,2024-12-06,2024-12-06,Delivered,1,28.82,6
DLV00002820,DLVORD00001985,DRV00032,VEH0031,2023-09-14,2023-09-16,Delivered,1,4.94,41
DLV00002821,DLVORD00002552,DRV00002,VEH0011,2023-11-25,2023-11-25,Delivered,1,12.24,51
DLV00002822,DLVORD00002018,DRV00032,VEH0040,2023-07-11,2023-07-19,Delivered,1,6.25,40
DLV00002823,DLVORD00001097,DRV00011,VEH0011,2023-05-27,,Failed,1,1.2,13
DLV00002824,DLVORD00002793,DRV00010,VEH0025,2023-12-15,2023-12-15,Delivered,1,28.65,8
DLV00002825,DLVORD00002404,DRV00055,VEH0014,2024-04-18,,Pending,1,23.57,22
DLV00002826,DLVORD00002510,DRV00033,VEH0023,2024-03-24,2024-03-25,Delivered,1,6.3,57
DLV00002827,DLVORD00000016,DRV00018,VEH0021,2024-09-09,2024-09-09,Delivered,1,17.03,18
DLV00002828,DLVORD00000199,DRV00032,VEH0018,2022-05-02,2022-05-02,Delivered,1,7.67,40
DLV00002829,DLVORD00001940,DRV00022,VEH0023,2023-04-12,,Rescheduled,1,26.19,17
DLV00002830,DLVORD00002602,DRV00027,VEH0043,2023-03-04,2023-03-12,Delivered,1,15.65,66
DLV00002831,DLVORD00002154,DRV00040,VEH0022,2023-09-08,2023-09-09,Delivered,1,17.17,8
DLV00002832,DLVORD00001492,DRV00035,VEH0042,2022-10-27,,Rescheduled,1,7.09,87
DLV00002833,DLVORD00001546,DRV00073,VEH0021,2023-01-28,2023-02-05,Delivered,1,29.65,7
