order_id,customer_id,order_date,delivery_zone_id,package_weight_kg,service_type,priority,total_value
DLVORD00002356,DLVCUST0000374,2024-07-25,ZONE0002,28.72,Standard,High,3451.62
DLVORD00002357,DLVCUST0000218,2024-11-26,ZONE0003,3.86,Express,Urgent,1949.21
DLVORD00002358,DLVCUST0000161,2024-08-24,ZONE0009,33.12,Express,Urgent,405.19
DLVORD00002359,DLVCUST0000321,2024-06-23,ZONE0017,18.85,Standard,High,3162.8
DLVORD00002360,DLVCUST0000171,2023-02-07,ZONE0015,39.92,Express,High,1901.55
DLVORD00002361,DLVCUST0000269,2023-01-23,ZONE0015,17.38,Standard,Urgent,2487.39
DLVORD00002362,DLVCUST0000239,2022-08-06,ZONE0017,21.31,Express,High,2970.42
DLVORD00002363,DLVCUST0000121,2024-02-26,ZONE0015,18.14,Express,Urgent,1113.6
DLVORD00002364,DLVCUST0000091,2023-10-01,ZONE0014,40.67,Express,Urgent,548.21
DLVORD00002365,DLVCUST0000248,2024-02-20,ZONE0011,40.71,Same Day,High,2024.38
DLVORD00002366,DLVCUST0000303,2022-12-04,ZONE0012,19.44,Express,High,4531.59
DLVORD00002367,DLVCUST0000347,2024-07-16,ZONE0015,39.12,Express,Urgent,2065.63
DLVORD00002368,DLVCUST0000354,2023-05-21,ZONE0011,20.05,Same Day,Normal,4257.32
DLVORD00002369,DLVCUST0000218,2022-02-23,ZONE0003,26.12,Same Day,Normal,4975.81
DLVORD00002370,DLVCUST0000212,2022-04-21,ZONE0016,22.92,Same Day,Urgent,578.2
DLVORD00002371,DLVCUST0000376,2024-12-18,ZONE0017,45.74,Same Day,High,1498.13
DLVORD00002372,DLVCUST0000393,2024-04-02,ZONE0017,34.17,Next Day,High,382.38
DLVORD00002373,DLVCUST0000277,2022-04-19,ZONE0004,13.93,Next Day,High,3666.39
DLVORD00002374,DLVCUST0000303,2022-12-04,ZONE0012,25.64,Economy,Normal,1390.99
DLVORD00002375,DLVCUST0000043,2023-04-05,ZONE0012,7.75,Express,Urgent,2043.06
DLVORD00002376,DLVCUST0000016,2024-04-20,ZONE0001,20.0,Next Day,Urgent,1306.38
DLVORD00002377,DLVCUST0000074,2022-02-11,ZONE0001,49.93,Standard,Urgent,365.77
DLVORD00002378,DLVCUST0000312,2023-04-07,ZONE0018,47.36,Economy,Urgent,1760.79
DLVORD00002379,DLVCUST0000212,2024-05-07,ZONE0016,44.27,Express,Urgent,3865.67
DLVORD00002380,DLVCUST0000291,2022-01-21,ZONE0007,11.35,Economy,Normal,3712.87
DLVORD00002381,DLVCUST0000252,2022-02-16,ZONE0017,31.13,Standard,Normal,3438.89
DLVORD00002382,DLVCUST0000025,2024-03-04,ZONE0005,14.56,Same Day,High,2166.8
DLVORD00002383,DLVCUST0000082,2024-07-29,ZONE0010,46.57,Standard,High,4089.56
DLVORD00002384,DLVCUST0000151,2022-07-12,ZONE0020,8.81,Economy,Urgent,4306.43
DLVORD00002385,DLVCUST0000215,2024-02-02,ZONE0002,28.63,Standard,High,2600.63
DLVORD00002386,DLVCUST0000049,2024-06-23,ZONE0008,43.49,Economy,Normal,1574.24
DLVORD00002387,DLVCUST0000020,2023-07-02,ZONE0020,27.41,Same Day,High,275.96
DLVORD00002388,DLVCUST0000336,2024-09-07,ZONE0002,2.45,Next Day,Urgent,2122.48
DLVORD00002389,DLVCUST0000215,2024-11-22,ZONE0002,39.75,Express,Normal,3114.84
DLVORD00002390,DLVCUST0000308,2023-03-04,ZONE0008,27.87,Economy,High,1771.34
DLVORD00002391,DLVCUST0000308,2022-05-26,ZONE0008,49.43,Express,High,2947.51
DLVORD00002392,DLVCUST0000250,2023-03-04,ZONE0009,47.53,Same Day,High,2396.46
DLVORD00002393,DLVCUST0000173,2024-03-03,ZONE0020,17.84,Express,High,4167.77
DLVORD00002394,DLVCUST0000268,2024-06-07,ZONE0009,28.03,Next Day,Urgent,3285.72
DLVORD00002395,DLVCUST0000230,2024-06-25,ZONE0002,31.9,Economy,Normal,2266.33
DLVORD00002396,DLVCUST0000146,2023-05-01,ZONE0018,43.99,Standard,Normal,2032.44
DLVORD00002397,DLVCUST0000021,2024-07-30,ZONE0019,29.77,Next Day,High,1255.86
DLVORD00002398,DLVCUST0000084,2024-05-20,ZONE0015,14.49,Same Day,Urgent,2860.18
DLVORD00002399,DLVCUST0000266,2024-10-02,ZONE0007,34.58,Same Day,High,3636.52
DLVORD00002400,DLVCUST0000235,2024-05-02,ZONE0012,17.96,Same Day,Normal,1581.05
DLVORD00002401,DLVCUST0000364,2024-10-09,ZONE0008,42.46,Same Day,Normal,2607.9
DLVORD00002402,DLVCUST0000272,2022-10-15,ZONE0013,13.87,Same Day,Normal,2467.82
DLVORD00002403,DLVCUST0000232,2022-08-05,ZONE0004,20.85,Next Day,Normal,2491.03
DLVORD00002404,DLVCUST0000324,2024-04-17,ZONE0005,7.28,Express,Normal,3806.79
DLVORD00002405,DLVCUST0000273,2023-09-07,ZONE0006,36.8,Next Day,High,4751.59
DLVORD00002406,DLVCUST0000306,2024-04-28,ZONE0004,8.39,Same Day,Urgent,4916.55
DLVORD00002407,DLVCUST0000124,2024-01-01,ZONE0017,48.01,Same Day,Normal,3052.85
DLVORD00002408,DLVCUST0000376,2023-06-28,ZONE0017,49.87,Express,Normal,3834.77
DLVORD00002409,DLVCUST0000204,2024-02-25,ZONE0005,49.85,Express,High,2074.44
DLVORD00002410,DLVCUST0000145,2022-01-23,ZONE0016,38.11,Same Day,Urgent,1032.99
DLVORD00002411,DLVCUST0000104,2024-07-19,ZONE0001,36.58,Next Day,Urgent,1230.64
DLVORD00002412,DLVCUST0000391,2022-07-21,ZONE0010,25.6,Economy,Normal,816.73
DLVORD00002413,DLVCUST0000037,2024-04-30,ZONE0005,45.48,Same Day,Urgent,439.09
DLVORD00002414,DLVCUST0000275,2023-01-30,ZONE0017,6.92,Standard,Urgent,3315.71
DLVORD00002415,DLVCUST0000399,2024-01-03,ZONE0011,16.82,Economy,Urgent,1508.74
DLVORD00002416,DLVCUST0000022,2024-10-09,ZONE0003,0.19,Same Day,Normal,1176.56
DLVORD00002417,DLVCUST0000242,2024-10-28,ZONE0013,12.76,Next Day,Urgent,4912.94
DLVORD00002418,DLVCUST0000283,2023-04-30,ZONE0013,40.45,Same Day,Normal,1307.89
DLVORD00002419,DLVCUST0000333,2024-08-30,ZONE0005,4.07,Same Day,Urgent,2961.45
DLVORD00002420,DLVCUST0000306,2024-06-01,ZONE0004,23.37,Next Day,Urgent,3455.03
DLVORD00002421,DLVCUST0000174,2022-08-14,ZONE0006,42.41,Economy,Normal,1572.23
DLVORD00002422,DLVCUST0000359,2024-08-17,ZONE0012,48.82,Standard,High,3359.3
DLVORD00002423,DLVCUST0000080,2022-05-03,ZONE0005,1.92,Same Day,Normal,4291.84
DLVORD00002424,DLVCUST0000325,2024-04-18,ZONE0013,29.99,Economy,Normal,4674.09
DLVORD00002425,DLVCUST0000283,2023-04-28,ZONE0013,32.24,Express,Normal,3240.41
DLVORD00002426,DLVCUST0000112,2024-11-22,ZONE0010,40.93,Express,High,107.74
DLVORD00002427,DLVCUST0000344,2023-01-19,ZONE0002,33.56,Economy,High,2944.79
DLVORD00002428,DLVCUST0000393,2024-03-02,ZONE0017,43.55,Next Day,Urgent,3270.38
DLVORD00002429,DLVCUST0000262,2023-08-21,ZONE0005,19.32,Standard,Normal,4471.0
DLVORD00002430,DLVCUST0000324,2023-07-13,ZONE0005,42.67,Express,Urgent,4369.74
DLVORD00002431,DLVCUST0000359,2022-06-10,ZONE0012,1.47,Standard,Urgent,3264.53
DLVORD00002432,DLVCUST0000162,2022-09-01,ZONE0001,33.71,Same Day,Normal,3588.17
DLVORD00002433,DLVCUST0000310,2023-10-19,ZONE0016,41.37,Same Day,High,464.7
DLVORD00002434,DLVCUST0000017,2024-01-01,ZONE0008,18.32,Standard,Normal,2770.74
DLVORD00002435,DLVCUST0000222,2022-10-19,ZONE0016,24.42,Next Day,Urgent,3756.45
DLVORD00002436,DLVCUST0000064,2023-02-07,ZONE0003,26.23,Next Day,High,1971.76
DLVORD00002437,DLVCUST0000323,2023-10-03,ZONE0007,26.08,Economy,High,60.96
DLVORD00002438,DLVCUST0000057,2024-08-12,ZONE0017,44.46,Standard,Normal,3744.59
DLVORD00002439,DLVCUST0000347,2024-11-03,ZONE0015,3.96,Express,Urgent,3373.35
DLVORD00002440,DLVCUST0000064,2022-10-24,ZONE0003,16.59,Next Day,High,4357.08
DLVORD00002441,DLVCUST0000212,2024-01-05,ZONE0016,7.99,Standard,High,2863.89
DLVORD00002442,DLVCUST0000068,2024-06-26,ZONE0012,37.99,Economy,High,2262.43
DLVORD00002443,DLVCUST0000041,2024-02-28,ZONE0008,17.58,Next Day,High,1876.03
DLVORD00002444,DLVCUST0000148,2023-06-23,ZONE0014,36.31,Same Day,Urgent,512.85
DLVORD00002445,DLVCUST0000143,2023-05-22,ZONE0012,24.1,Next Day,Normal,382.56
DLVORD00002446,DLVCUST0000289,2023-09-02,ZONE0012,36.14,Economy,Normal,1010.94
DLVORD00002447,DLVCUST0000008,2024-04-30,ZONE0006,41.18,Express,Normal,4248.31
DLVORD00002448,DLVCUST0000136,2022-11-16,ZONE0019,22.88,Same Day,Normal,4710.97
DLVORD00002449,DLVCUST0000307,2023-02-28,ZONE0006,37.57,Standard,Urgent,1185.67
DLVORD00002450,DLVCUST0000340,2023-07-03,ZONE0004,30.47,Economy,Urgent,3190.03
DLVORD00002451,DLVCUST0000382,2024-09-30,ZONE0006,48.97,Economy,High,4216.34
DLVORD00002452,DLVCUST0000012,2022-12-10,ZONE0014,42.04,Next Day,Normal,3146.38
DLVORD00002453,DLVCUST0000204,2024-02-15,ZONE0005,39.17,Standard,Normal,230.57
DLVORD00002454,DLVCUST0000124,2024-02-15,ZONE0017,3.63,Standard,Normal,1879.78
DLVORD00002455,DLVCUST0000277,2022-02-19,ZONE0004,41.66,Economy,Urgent,1762.34
DLVORD00002456,DLVCUST0000388,2023-08-09,ZONE0014,14.22,Economy,Urgent,2716.23
DLVORD00002457,DLVCUST0000269,2022-08-28,ZONE0015,27.1,Next Day,High,2146.7
DLVORD00002458,DLVCUST0000044,2022-03-08,ZONE0015,19.12,Standard,High,906.87
DLVORD00002459,DLVCUST0000066,2022-09-20,ZONE0011,2.89,Same Day,High,4732.73
DLVORD00002460,DLVCUST0000287,2022-11-11,ZONE0013,42.91,Same Day,Normal,1518.49
DLVORD00002461,DLVCUST0000205,2023-01-17,ZONE0013,14.89,Express,Normal,3663.38
DLVORD00002462,DLVCUST0000159,2023-09-25,ZONE0018,14.76,Standard,High,2340.35
DLVORD00002463,DLVCUST0000388,2023-02-17,ZONE0014,33.41,Next Day,Normal,4560.59
DLVORD00002464,DLVCUST0000255,2023-01-04,ZONE0016,47.46,Economy,Normal,829.86
DLVORD00002465,DLVCUST0000053,2023-04-22,ZONE0013,17.45,Next Day,High,51.98
DLVORD00002466,DLVCUST0000248,2024-04-30,ZONE0011,48.4,Economy,High,536.73
DLVORD00002467,DLVCUST0000274,2022-12-14,ZONE0017,14.38,Standard,High,952.52
DLVORD00002468,DLVCUST0000394,2024-06-15,ZONE0012,47.83,Same Day,Normal,3673.13
DLVORD00002469,DLVCUST0000386,2024-10-12,ZONE0014,15.33,Standard,High,612.44
DLVORD00002470,DLVCUST0000014,2023-07-26,ZONE0019,47.73,Express,Normal,2694.55
DLVORD00002471,DLVCUST0000002,2024-01-01,ZONE0016,47.2,Express,High,689.86
DLVORD00002472,DLVCUST0000124,2023-06-03,ZONE0017,3.25,Express,Urgent,4963.86
DLVORD00002473,DLVCUST0000018,2022-07-16,ZONE0013,46.8,Same Day,High,3304.24
DLVORD00002474,DLVCUST0000204,2024-12-02,ZONE0005,12.34,Economy,High,1068.23
DLVORD00002475,DLVCUST0000274,2022-04-01,ZONE0017,23.21,Same Day,High,524.33
DLVORD00002476,DLVCUST0000068,2024-07-26,ZONE0012,3.37,Next Day,Normal,3176.45
DLVORD00002477,DLVCUST0000055,2023-10-09,ZONE0019,28.63,Standard,Normal,3371.63
DLVORD00002478,DLVCUST0000255,2023-04-01,ZONE0016,19.23,Next Day,Urgent,1631.32
DLVORD00002479,DLVCUST0000124,2022-06-16,ZONE0017,19.89,Economy,Normal,4067.96
DLVORD00002480,DLVCUST0000061,2024-03-02,ZONE0013,13.37,Next Day,High,3589.59
DLVORD00002481,DLVCUST0000253,2023-07-19,ZONE0018,4.1,Same Day,Normal,1033.32
DLVORD00002482,DLVCUST0000070,2023-10-08,ZONE0010,31.91,Same Day,Normal,4399.18
DLVORD00002483,DLVCUST0000344,2024-07-04,ZONE0002,26.5,Standard,Urgent,2817.49
DLVORD00002484,DLVCUST0000085,2023-03-10,ZONE0010,21.45,Standard,Urgent,3131.11
DLVORD00002485,DLVCUST0000114,2024-03-19,ZONE0013,19.95,Next Day,Normal,3246.57
DLVORD00002486,DLVCUST0000315,2023-07-06,ZONE0011,12.02,Same Day,Normal,280.96
DLVORD00002487,DLVCUST0000037,2023-05-25,ZONE0005,47.08,Economy,Normal,1153.07
DLVORD00002488,DLVCUST0000131,2023-04-10,ZONE0005,39.67,Same Day,Normal,1732.15
DLVORD00002489,DLVCUST0000302,2023-07-02,ZONE0003,31.33,Express,High,4575.53
DLVORD00002490,DLVCUST0000039,2024-03-27,ZONE0012,33.99,Express,Urgent,4421.0
DLVORD00002491,DLVCUST0000298,2022-12-06,ZONE0015,31.95,Next Day,High,481.38
DLVORD00002492,DLVCUST0000184,2024-08-20,ZONE0012,8.19,Next Day,Urgent,270.74
DLVORD00002493,DLVCUST0000382,2022-04-18,ZONE0006,34.44,Express,High,2054.09
DLVORD00002494,DLVCUST0000026,2024-01-14,ZONE0019,3.7,Next Day,Urgent,1279.57
DLVORD00002495,DLVCUST0000220,2024-02-09,ZONE0002,36.88,Same Day,High,2403.12
DLVORD00002496,DLVCUST0000329,2023-05-21,ZONE0001,1.95,Standard,Normal,74.76
DLVORD00002497,DLVCUST0000089,2022-02-15,ZONE0004,27.65,Same Day,Normal,4123.01
DLVORD00002498,DLVCUST0000264,2022-11-28,ZONE0005,28.92,Same Day,Urgent,1053.04
DLVORD00002499,DLVCUST0000015,2024-03-10,ZONE0010,11.06,Same Day,Urgent,964.85
DLVORD00002500,DLVCUST0000193,2024-07-07,ZONE0016,41.31,Economy,Urgent,3984.26
DLVORD00002501,DLVCUST0000119,2024-04-29,ZONE0002,0.71,Same Day,Urgent,3701.52
DLVORD00002502,DLVCUST0000341,2022-07-18,ZONE0019,44.39,Standard,High,2843.38
DLVORD00002503,DLVCUST0000077,2023-06-14,ZONE0010,12.46,Standard,High,3915.2
DLVORD00002504,DLVCUST0000099,2024-03-20,ZONE0002,5.61,Standard,High,4003.13
DLVORD00002505,DLVCUST0000045,2024-11-19,ZONE0016,1.83,Standard,Normal,223.15
DLVORD00002506,DLVCUST0000376,2023-04-11,ZONE0017,38.8,Standard,High,4297.02
DLVORD00002507,DLVCUST0000356,2024-08-17,ZONE0014,2.04,Same Day,High,3125.53
DLVORD00002508,DLVCUST0000355,2023-06-03,ZONE0009,48.85,Economy,Urgent,450.24
DLVORD00002509,DLVCUST0000155,2022-12-24,ZONE0015,33.39,Same Day,Normal,776.12
DLVORD00002510,DLVCUST0000058,2024-03-22,ZONE0018,35.37,Standard,Normal,2823.15
DLVORD00002511,DLVCUST0000061,2022-01-17,ZONE0013,15.38,Standard,Normal,3954.86
DLVORD00002512,DLVCUST0000264,2024-09-27,ZONE0005,20.46,Economy,Urgent,2709.82
DLVORD00002513,DLVCUST0000027,2022-03-12,ZONE0013,25.44,Same Day,Normal,347.93
DLVORD00002514,DLVCUST0000220,2023-08-20,ZONE0002,25.73,Next Day,High,3361.34
DLVORD00002515,DLVCUST0000095,2022-06-11,ZONE0014,13.11,Standard,Normal,3779.27
DLVORD00002516,DLVCUST0000055,2023-05-24,ZONE0019,36.9,Express,Normal,1601.34
DLVORD00002517,DLVCUST0000212,2024-06-10,ZONE0016,37.03,Standard,Urgent,1054.45
DLVORD00002518,DLVCUST0000143,2023-12-05,ZONE0012,6.6,Same Day,Normal,2758.54
DLVORD00002519,DLVCUST0000200,2023-01-19,ZONE0020,8.86,Express,Urgent,4515.58
DLVORD00002520,DLVCUST0000148,2024-05-11,ZONE0014,8.53,Express,High,3188.66
DLVORD00002521,DLVCUST0000252,2022-07-26,ZONE0017,36.39,Economy,Urgent,493.31
DLVORD00002522,DLVCUST0000171,2024-10-06,ZONE0015,19.71,Express,High,655.49
DLVORD00002523,DLVCUST0000043,2023-11-14,ZONE0012,25.67,Standard,Normal,4249.49
DLVORD00002524,DLVCUST0000138,2024-06-10,ZONE0005,17.81,Economy,High,4268.63
DLVORD00002525,DLVCUST0000227,2024-08-13,ZONE0011,8.63,Express,Normal,4111.7
DLVORD00002526,DLVCUST0000062,2024-03-24,ZONE0001,45.02,Economy,Urgent,1952.47
DLVORD00002527,DLVCUST0000217,2023-05-30,ZONE0003,30.64,Next Day,Urgent,2898.06
DLVORD00002528,DLVCUST0000303,2024-11-11,ZONE0012,2.1,Same Day,High,4349.05
DLVORD00002529,DLVCUST0000213,2022-11-02,ZONE0011,41.63,Express,Normal,1708.58
DLVORD00002530,DLVCUST0000261,2022-08-16,ZONE0005,46.87,Same Day,Normal,874.43
DLVORD00002531,DLVCUST0000371,2024-08-30,ZONE0005,47.26,Standard,Urgent,1946.55
DLVORD00002532,DLVCUST0000041,2023-02-11,ZONE0008,38.3,Next Day,Urgent,4215.98
DLVORD00002533,DLVCUST0000082,2024-04-23,ZONE0010,40.73,Economy,Normal,2881.13
DLVORD00002534,DLVCUST0000099,2023-02-11,ZONE0002,23.17,Express,Urgent,1525.51
DLVORD00002535,DLVCUST0000062,2023-02-23,ZONE0001,46.4,Same Day,Urgent,3249.65
DLVORD00002536,DLVCUST0000031,2024-11-07,ZONE0004,31.91,Standard,Normal,1070.44
DLVORD00002537,DLVCUST0000011,2023-05-01,ZONE0019,20.48,Standard,High,1675.77
DLVORD00002538,DLVCUST0000110,2022-12-22,ZONE0014,7.86,Economy,High,82.94
DLVORD00002539,DLVCUST0000338,2022-11-12,ZONE0004,14.94,Standard,High,1907.11
DLVORD00002540,DLVCUST0000115,2023-12-30,ZONE0001,7.91,Standard,Normal,194.46
DLVORD00002541,DLVCUST0000128,2023-06-01,ZONE0019,25.17,Next Day,Urgent,183.38
DLVORD00002542,DLVCUST0000084,2023-10-08,ZONE0015,26.54,Express,Urgent,3480.27
DLVORD00002543,DLVCUST0000035,2024-07-04,ZONE0004,2.74,Standard,Normal,3153.69
DLVORD00002544,DLVCUST0000113,2024-06-06,ZONE0007,5.59,Economy,High,3226.59
DLVORD00002545,DLVCUST0000075,2023-04-29,ZONE0004,27.58,Same Day,Normal,1259.02
DLVORD00002546,DLVCUST0000040,2024-01-19,ZONE0005,5.34,Next Day,Normal,4740.02
DLVORD00002547,DLVCUST0000012,2023-10-21,ZONE0014,47.84,Express,High,3383.55
DLVORD00002548,DLVCUST0000352,2023-05-02,ZONE0005,26.46,Same Day,Urgent,2986.66
DLVORD00002549,DLVCUST0000105,2024-02-07,ZONE0009,5.48,Express,Normal,305.91
DLVORD00002550,DLVCUST0000120,2024-02-20,ZONE0001,32.26,Standard,High,4775.72
DLVORD00002551,DLVCUST0000105,2024-07-30,ZONE0009,29.97,Standard,Normal,178.92
DLVORD00002552,DLVCUST0000331,2023-11-23,ZONE0002,35.07,Standard,High,4810.02
DLVORD00002553,DLVCUST0000090,2023-11-21,ZONE0012,46.23,Next Day,High,1073.92
DLVORD00002554,DLVCUST0000212,2024-03-17,ZONE0016,22.71,Next Day,High,823.24
DLVORD00002555,DLVCUST0000001,2023-06-26,ZONE0003,1.24,Express,Urgent,1403.3
DLVORD00002556,DLVCUST0000304,2024-11-21,ZONE0014,12.95,Economy,Urgent,4531.11
DLVORD00002557,DLVCUST0000072,2023-12-19,ZONE0019,30.29,Economy,Normal,582.32
DLVORD00002558,DLVCUST0000102,2024-11-08,ZONE0020,37.01,Standard,Normal,1381.62
DLVORD00002559,DLVCUST0000045,2022-10-26,ZONE0016,45.93,Next Day,Normal,3418.83
DLVORD00002560,DLVCUST0000193,2022-06-01,ZONE0016,15.59,Economy,Normal,2956.39
DLVORD00002561,DLVCUST0000321,2022-10-10,ZONE0017,41.48,Economy,Urgent,3046.94
DLVORD00002562,DLVCUST0000141,2024-02-11,ZONE0012,2.1,Express,Urgent,2793.15
DLVORD00002563,DLVCUST0000369,2023-12-28,ZONE0004,18.55,Economy,High,3298.24
DLVORD00002564,DLVCUST0000219,2023-10-18,ZONE0018,33.0,Same Day,Normal,1936.67
DLVORD00002565,DLVCUST0000132,2024-05-29,ZONE0017,6.81,Same Day,Urgent,2931.74
DLVORD00002566,DLVCUST0000048,2022-07-19,ZONE0011,35.19,Express,Normal,2312.9
DLVORD00002567,DLVCUST0000348,2022-11-08,ZONE0008,8.69,Express,Normal,121.02
DLVORD00002568,DLVCUST0000062,2023-09-11,ZONE0001,3.06,Standard,Urgent,1998.81
DLVORD00002569,DLVCUST0000139,2022-11-19,ZONE0002,13.14,Economy,High,1994.74
DLVORD00002570,DLVCUST0000228,2024-04-12,ZONE0018,22.11,Standard,High,2757.62
DLVORD00002571,DLVCUST0000372,2024-04-10,ZONE0004,35.45,Same Day,High,324.07
DLVORD00002572,DLVCUST0000153,2023-11-26,ZONE0016,27.54,Standard,High,1536.83
DLVORD00002573,DLVCUST0000155,2023-06-10,ZONE0015,3.25,Same Day,High,448.24
DLVORD00002574,DLVCUST0000021,2024-04-26,ZONE0019,46.96,Same Day,High,3743.98
DLVORD00002575,DLVCUST0000358,2024-02-11,ZONE0018,19.46,Next Day,Urgent,2156.63
DLVORD00002576,DLVCUST0000275,2023-10-31,ZONE0017,42.49,Same Day,Normal,2552.29
DLVORD00002577,DLVCUST0000142,2023-11-02,ZONE0002,48.76,Next Day,Urgent,2153.6
DLVORD00002578,DLVCUST0000079,2023-12-15,ZONE0012,26.55,Economy,Normal,4466.22
DLVORD00002579,DLVCUST0000173,2023-04-14,ZONE0020,32.5,Next Day,Urgent,4149.68
DLVORD00002580,DLVCUST0000305,2023-11-06,ZONE0013,40.45,Standard,High,2984.17
DLVORD00002581,DLVCUST0000301,2023-04-01,ZONE0006,2.53,Next Day,Normal,3910.17
DLVORD00002582,DLVCUST0000056,2023-10-31,ZONE0004,46.54,Next Day,High,3043.17
DLVORD00002583,DLVCUST0000392,2024-02-27,ZONE0014,26.25,Express,Urgent,2669.66
DLVORD00002584,DLVCUST0000272,2022-08-26,ZONE0013,46.44,Standard,Urgent,578.04
DLVORD00002585,DLVCUST0000287,2023-11-13,ZONE0013,27.37,Express,Normal,3768.77
DLVORD00002586,DLVCUST0000037,2023-10-08,ZONE0005,2.12,Next Day,Normal,2414.63
DLVORD00002587,DLVCUST0000174,2023-06-17,ZONE0006,38.24,Same Day,Urgent,3506.54
DLVORD00002588,DLVCUST0000139,2023-01-11,ZONE0002,47.06,Next Day,Urgent,3304.67
DLVORD00002589,DLVCUST0000352,2022-03-13,ZONE0005,5.14,Economy,Urgent,3419.51
DLVORD00002590,DLVCUST0000082,2024-03-16,ZONE0010,40.16,Next Day,Normal,2827.09
DLVORD00002591,DLVCUST0000267,2024-11-13,ZONE0010,26.65,Same Day,Urgent,2586.36
DLVORD00002592,DLVCUST0000119,2024-09-30,ZONE0002,22.6,Next Day,Urgent,1417.94
DLVORD00002593,DLVCUST0000009,2023-01-06,ZONE0019,21.82,Express,Urgent,4653.87
DLVORD00002594,DLVCUST0000301,2022-10-04,ZONE0006,6.54,Standard,Urgent,868.96
DLVORD00002595,DLVCUST0000337,2023-11-28,ZONE0004,32.57,Economy,High,678.04
DLVORD00002596,DLVCUST0000306,2024-12-30,ZONE0004,32.1,Next Day,Urgent,952.15
DLVORD00002597,DLVCUST0000228,2024-03-31,ZONE0018,32.31,Next Day,Urgent,4891.31
DLVORD00002598,DLVCUST0000250,2024-06-29,ZONE0009,44.25,Next Day,Normal,44.98
DLVORD00002599,DLVCUST0000222,2024-07-02,ZONE0016,21.04,Express,Normal,2194.62
DLVORD00002600,DLVCUST0000036,2024-12-30,ZONE0005,2.13,Express,High,3888.8
DLVORD00002601,DLVCUST0000348,2023-04-26,ZONE0008,2.47,Standard,High,1750.2
DLVORD00002602,DLVCUST0000054,2023-03-03,ZONE0014,46.9,Economy,Urgent,2950.18
DLVORD00002603,DLVCUST0000311,2024-12-03,ZONE0006,49.58,Same Day,High,3078.9
DLVORD00002604,DLVCUST0000173,2024-10-18,ZONE0020,17.76,Express,Urgent,4852.57
DLVORD00002605,DLVCUST0000120,2022-03-02,ZONE0001,29.26,Standard,High,1673.04
DLVORD00002606,DLVCUST0000055,2024-02-04,ZONE0019,13.65,Next Day,Urgent,13.1
DLVORD00002607,DLVCUST0000246,2023-06-06,ZONE0020,15.67,Same Day,High,2703.35
DLVORD00002608,DLVCUST0000318,2024-04-11,ZONE0017,17.77,Standard,Normal,4336.84
DLVORD00002609,DLVCUST0000074,2022-12-30,ZONE0001,39.91,Economy,High,2666.2
DLVORD00002610,DLVCUST0000185,2024-03-08,ZONE0007,7.92,Economy,High,4708.45
DLVORD00002611,DLVCUST0000355,2024-04-15,ZONE0009,31.06,Same Day,Normal,4854.54
DLVORD00002612,DLVCUST0000146,2024-04-25,ZONE0018,41.91,Economy,Normal,3528.46
DLVORD00002613,DLVCUST0000210,2023-08-07,ZONE0009,18.09,Express,Normal,1053.92
DLVORD00002614,DLVCUST0000264,2023-05-04,ZONE0005,19.48,Standard,Normal,509.11
DLVORD00002615,DLVCUST0000201,2023-03-23,ZONE0010,25.82,Same Day,Urgent,2811.82
DLVORD00002616,DLVCUST0000064,2022-02-27,ZONE0003,32.16,Same Day,Urgent,692.0
DLVORD00002617,DLVCUST0000214,2022-08-22,ZONE0015,8.71,Express,Normal,2286.76
DLVORD00002618,DLVCUST0000020,2022-10-14,ZONE0020,29.32,Express,Urgent,4167.53
DLVORD00002619,DLVCUST0000266,2023-03-27,ZONE0007,29.13,Next Day,High,3410.45
DLVORD00002620,DLVCUST0000396,2024-12-19,ZONE0003,36.38,Next Day,High,4083.28
DLVORD00002621,DLVCUST0000399,2024-09-02,ZONE0011,1.05,Standard,High,874.36
DLVORD00002622,DLVCUST0000040,2024-04-28,ZONE0005,27.62,Same Day,Normal,816.45
DLVORD00002623,DLVCUST0000349,2023-11-05,ZONE0001,29.01,Economy,Urgent,269.07
DLVORD00002624,DLVCUST0000297,2024-07-30,ZONE0019,15.77,Express,Normal,1512.35
DLVORD00002625,DLVCUST0000172,2022-05-24,ZONE0020,39.59,Economy,Normal,4292.64
DLVORD00002626,DLVCUST0000041,2023-09-12,ZONE0008,34.92,Standard,Urgent,389.11
DLVORD00002627,DLVCUST0000301,2022-09-30,ZONE0006,9.84,Next Day,High,971.55
DLVORD00002628,DLVCUST0000383,2023-05-28,ZONE0009,4.83,Next Day,Normal,1325.79
DLVORD00002629,DLVCUST0000027,2024-05-27,ZONE0013,13.58,Next Day,Urgent,1065.3
DLVORD00002630,DLVCUST0000066,2024-06-17,ZONE0011,26.6,Standard,High,788.7
DLVORD00002631,DLVCUST0000275,2023-10-29,ZONE0017,17.99,Next Day,Normal,3413.25
DLVORD00002632,DLVCUST0000294,2024-07-23,ZONE0002,24.9,Express,Urgent,98.43
DLVORD00002633,DLVCUST0000260,2022-02-25,ZONE0004,23.59,Express,High,2759.8
DLVORD00002634,DLVCUST0000212,2024-11-20,ZONE0016,10.16,Same Day,High,2517.26
DLVORD00002635,DLVCUST0000105,2024-08-16,ZONE0009,5.93,Same Day,Normal,1151.59
